1169140852	692320753	0	1398999963481
477650271	692320753	0	1398999963482
702332738	133961985	0	1398999963482
702332738	133961985	0	1398999963482
702332738	692320753	0	1398999963482
702332738	692320753	0	1398999963483
702332738	133961985	0	1398999963483
702332738	1127826045	0	1398999963483
702332738	1127826045	3	1398999963483
702332738	133961985	0	1398999963483
702332738	692320753	0	1398999963483
603728591	133961985	0	1398999963484
1169140852	692320753	0	1398999963484
603728591	692320753	0	1398999963484
1169140852	692320753	0	1398999963484
1169140852	692320753	0	1398999963484
1169140852	1127826045	0	1398999963484
1169140852	1127826045	3	1398999963485
1169140852	1127826045	0	1398999963485
1169140852	1127826045	3	1398999963485
1169140852	692320753	0	1398999963485
1169140852	692320753	0	1398999963485
1169140852	692320753	0	1398999963485
1583574485	2121127077	3	1398999963486
1583574485	2121127077	4	1398999963486
1685835785	1220693206	4	1398999963486
1685835785	615586626	0	1398999963486
1685835785	615586626	0	1398999963486
1685835785	2121127077	3	1398999963486
1685835785	2121127077	4	1398999963486
1685835785	615586626	0	1398999963486
1685835785	2121127077	3	1398999963486
1685835785	2121127077	4	1398999963486
1685835785	2121127077	3	1398999963486
1685835785	2121127077	4	1398999963487
1685835785	1220693206	4	1398999963487
1685835785	2121127077	3	1398999963487
1685835785	2121127077	4	1398999963487
1685835785	1220693206	4	1398999963487
1685835785	2121127077	3	1398999963487
1685835785	2121127077	4	1398999963487
1685835785	615586626	0	1398999963487
1685835785	2121127077	3	1398999963487
1685835785	2121127077	4	1398999963487
1685835785	2121127077	3	1398999963487
1685835785	2121127077	4	1398999963487
1685835785	615586626	0	1398999963487
1685835785	1220693206	4	1398999963488
1685835785	615586626	0	1398999963488
1685835785	2121127077	3	1398999963488
1685835785	2121127077	4	1398999963488
1685835785	1220693206	4	1398999963488
1949826840	1347776051	4	1398999963488
1524056765	1187772818	1	1398999963488
1524056765	692320753	0	1398999963488
1524056765	895851338	2	1398999963488
1524056765	692320753	0	1398999963488
1524056765	1187772818	1	1398999963488
1524056765	1347776051	4	1398999963488
1524056765	1187772818	1	1398999963489
1524056765	692320753	0	1398999963489
1524056765	895851338	2	1398999963489
1524056765	1347776051	4	1398999963489
558864977	692320753	0	1398999963489
1524056765	895851338	2	1398999963489
1524056765	692320753	0	1398999963489
1524056765	692320753	0	1398999963489
1524056765	1347776051	4	1398999963489
1524056765	1347776051	4	1398999963489
93232795	895851338	2	1398999963489
93232795	895851338	2	1398999963490
93232795	1187772818	1	1398999963490
93232795	895851338	2	1398999963490
1368122979	692320753	0	1398999963490
1524056765	1347776051	4	1398999963490
1032720972	1347776051	4	1398999963490
1032720972	1347776051	4	1398999963490
1032720972	1187772818	1	1398999963490
1032720972	1347776051	4	1398999963490
1032720972	692320753	0	1398999963490
1032720972	692320753	0	1398999963490
1032720972	1187772818	1	1398999963491
1032720972	1347776051	4	1398999963491
1032720972	1187772818	1	1398999963491
1371098974	692320753	0	1398999963491
1524056765	1347776051	4	1398999963491
1371098974	895851338	2	1398999963491
135280186	692320753	0	1398999963491
1062452943	895851338	2	1398999963491
23363194	895851338	2	1398999963491
13244953	895851338	2	1398999963491
76905257	895851338	2	1398999963491
76905257	692320753	0	1398999963491
76905257	1187772818	1	1398999963491
76905257	895851338	2	1398999963492
76905257	895851338	2	1398999963492
1524056765	692320753	0	1398999963492
76905257	1347776051	4	1398999963492
76905257	1347776051	4	1398999963492
76905257	895851338	2	1398999963492
76905257	1187772818	1	1398999963492
683377653	1347776051	4	1398999963492
683377653	1187772818	1	1398999963492
683377653	692320753	0	1398999963492
683377653	692320753	0	1398999963492
683377653	1187772818	1	1398999963492
683377653	1187772818	1	1398999963493
1524056765	692320753	0	1398999963493
683377653	1187772818	1	1398999963493
